IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_veh;ANNEE_1mec;ANNEE_acq;age_mois_veh;KVAVCAT2R;KVCYLIND2R;KVQUICON2R01;KVQUICON2R02;KVQUICON2R03;KVQUICON2R04;KVQUICON2R05;KVQUICON2R06;KVQUICON2R07;KVQUICON2R08;KVQUICON2R09;KVQUICON2R10;KVQUICON2R11;KVQUICON2R12;KVQUICON2R13;KVQUICON2R14;KVQUICON2R15;KVQUICON2R16;KVQUICON2R17;KVQUICON2R18;KVQUICON2R19;KVQUICON2R20;KVQUICON2R21;KVQUICONP2R;KVPARK2R;KVKM1AN2R;KVKM1AN2RT
730000323500006;7300003235000;06;925.3764662;2003;2009;181;1;;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
730000332200006;7300003322000;06;2698.1977101;2009;2015;108;2;49.2;3;;;;;;;;;;;;;;;;;;;;;;1;200;
730000335200006;7300003352000;06;1007.4155671;2015;2018;42;1;124.7;1;;;;;;;;;;;;;;;;;;;;;;1;100;
730000341500006;7300003415000;06;1788.5737541;1985;2005;395;2;;2;;;;;;;;;;;;;;;;;;;;;;1;3000;
730000364200006;7300003642000;06;2715.299211;2017;2016;19;2;49.3;3;;;;;;;;;;;;;;;;;;;;;;1;800;
730000401400006;7300004014000;06;3794.8455616;.;2016;;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
730000422500006;7300004225000;06;1458.3368524;.;.;;1;750;1;;;;;;;;;;;;;;;;;;;;;;1;;2
730000431500006;7300004315000;06;1386.5064944;1999;2011;225;1;;2;;;;;;;;;;;;;;;;;;;;;;1;500;
730000484400006;7300004844000;06;1814.7298213;2009;2011;112;2;124.7;1;;;;;;;;;;;;;;;;;;;;;;1;4500;
730000504400006;7300005044000;06;4170.3329289;2004;2018;174;1;600;1;;;;;;;;;;;;;;;;;;;;;;2;3000;
740000012100006;7400000121000;06;1671.0605219;1992;2018;317;1;850;1;;;;;;;;;;;;;;;;;;;;;;1;;3
740000016200006;7400000162000;06;1521.7243959;2012;2013;78;1;248;1;;;;;;;;;;;;;;;;;;;;;;1;;1
740000031400006;7400000314000;06;1727.2394332;2006;2017;142;3;50;3;;;;;;;;;;;;;;;;;;;;;;1;1000;
740000034500006;7400000345000;06;679.00683165;2018;2016;7;2;49.5;3;;;;;;;;;;;;;;;;;;;;;;9;;9
740000041200006;7400000412000;06;1362.5873909;.;2016;;1;750;2;;;;;;;;;;;;;;;;;;;;;;1;;4
740000045200006;7400000452000;06;315.90807118;1998;2018;247;1;;1;;;;;;;;;;;;;;;;;;;;;;1;2500;
740000045200007;7400000452000;07;315.90807118;2008;2018;132;1;883;2;;;;;;;;;;;;;;;;;;;;;;1;1500;
740000052500006;7400000525000;06;1165.334742;2013;2018;64;1;997.5;1;2;;;;;;;;;;;;;;;;;;;;1;1;200;
740000056100006;7400000561000;06;1933.2384023;2017;2017;25;1;249.3;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
740000063100006;7400000631000;06;4073.6537076;2012;2018;75;1;123.7;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
740000063100007;7400000631000;07;4073.6537076;2010;2018;99;1;49.7;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
740000066200006;7400000662000;06;866.06468181;2005;2016;162;1;249.3;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
740000083500006;7400000835000;06;799.79940252;2012;2016;80;1;1170;2;;;;;;;;;;;;;;;;;;;;;;1;7500;
740000083500007;7400000835000;07;799.79940252;1968;2017;608;1;;2;;;;;;;;;;;;;;;;;;;;;;1;600;
740000093200006;7400000932000;06;1613.714099;1976;1976;513;3;;2;21;;;;;;;;;;;;;;;;;;;;2;1;10;
740000096200006;7400000962000;06;764.54199822;1999;.;238;1;;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
740000124200006;7400001242000;06;1663.0899416;2018;2018;5;1;;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
740000133200006;7400001332000;06;2274.9310348;2004;2014;170;1;750;2;;;;;;;;;;;;;;;;;;;;;;1;500;
740000155200006;7400001552000;06;2119.2689259;2011;2016;91;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;37600;
820000012200006;8200000122000;06;945.38144721;2014;2017;50;2;745;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
820000012200007;8200000122000;07;945.38144721;.;2018;;3;49;4;3;;;;;;;;;;;;;;;;;;;;4;1;500;
820000016100006;8200000161000;06;1239.0580287;.;2018;;1;125;2;;;;;;;;;;;;;;;;;;;;;;2;600;
820000022300006;8200000223000;06;5641.0254872;2008;2017;120;2;49.2;3;;;;;;;;;;;;;;;;;;;;;;3;20000;
820000023200006;8200000232000;06;1261.6340467;.;2006;;1;750;2;;;;;;;;;;;;;;;;;;;;;;1;5000;
820000024500006;8200000245000;06;1587.9165001;.;2014;;1;250;2;;;;;;;;;;;;;;;;;;;;;;2;;1
820000033300006;8200000333000;06;2762.3175887;.;2018;;2;49;1;;;;;;;;;;;;;;;;;;;;;;1;6000;
820000035500006;8200000355000;06;2098.1724756;1997;1997;261;1;750;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000051500006;8200000515000;06;4233.3802334;2002;2017;191;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000051800006;8200000518000;06;2209.3149129;1997;2007;254;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;9
820000056200006;8200000562000;06;1634.0337866;2011;2016;97;1;1000;1;;;;;;;;;;;;;;;;;;;;;;1;6700;
820000065100006;8200000651000;06;2937.705882;2015;2016;42;2;49.5;2;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000065500006;8200000655000;06;1321.7988087;2005;2005;164;1;919;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000073400006;8200000734000;06;5194.0961058;.;2016;;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;;1
820000074500006;8200000745000;06;1062.5744149;1998;2015;250;1;;2;;;;;;;;;;;;;;;;;;;;;;1;500;
820000076100006;8200000761000;06;2412.4014091;2010;2018;100;1;803;1;;;;;;;;;;;;;;;;;;;;;;1;33798;
820000084200006;8200000842000;06;2960.6479011;2012;2017;80;1;798;2;;;;;;;;;;;;;;;;;;;;;;1;;9
820000086500006;8200000865000;06;1783.0791624;2006;.;154;1;;1;;;;;;;;;;;;;;;;;;;;;;1;22000;
820000092200006;8200000922000;06;1547.2075304;2005;2018;156;1;1832;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000093500006;8200000935000;06;1255.4040595;.;2000;;3;750;1;;;;;;;;;;;;;;;;;;;;;;1;5;
820000095200006;8200000952000;06;1728.2078498;2006;2014;156;1;;1;;;;;;;;;;;;;;;;;;;;;;1;800;
820000096200006;8200000962000;06;1306.319837;2016;2016;32;1;1330;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000101200006;8200001012000;06;1808.7803959;2002;2008;188;1;1200;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000106200006;8200001062000;06;1581.4712627;2011;2017;92;1;749;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000121200006;8200001212000;06;2716.264869;1993;2016;297;1;1093;1;;;;;;;;;;;;;;;;;;;;;;1;15000;
820000121200007;8200001212000;07;2716.264869;2012;2015;72;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000141200006;8200001412000;06;1972.9854466;1998;2009;238;1;;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000142100007;8200001421000;07;3844.8608461;2017;2017;15;1;50;3;;;;;;;;;;;;;;;;;;;;;;1;5800;
820000142100006;8200001421000;06;3844.8608461;1979;1980;468;1;;1;;;;;;;;;;;;;;;;;;;;;;1;10000;
820000153500006;8200001535000;06;1816.9691736;2013;2017;65;1;645;3;;;;;;;;;;;;;;;;;;;;;;1;800;
820000153500007;8200001535000;07;1816.9691736;2008;2008;125;1;645;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000153500008;8200001535000;08;1816.9691736;2015;2016;36;1;1690;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000161200007;8200001612000;07;1413.6589214;2007;2018;128;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;50;
820000161200006;8200001612000;06;1413.6589214;1988;2016;365;1;;2;;;;;;;;;;;;;;;;;;;;;;1;800;
820000161500006;8200001615000;06;1576.279921;2015;2017;34;1;1202;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000164500006;8200001645000;06;1740.4518218;2017;2017;14;1;900;2;;;;;;;;;;;;;;;;;;;;;;1;;5
820000171500006;8200001715000;06;976.2810165;1996;.;262;1;;2;;;;;;;;;;;;;;;;;;;;;;1;200;
820000181500006;8200001815000;06;2516.9379033;2000;2005;219;1;;2;;;;;;;;;;;;;;;;;;;;;;1;400;
820000181500007;8200001815000;07;2516.9379033;1987;2004;371;1;;2;;;;;;;;;;;;;;;;;;;;;;1;50;
820000195200006;8200001952000;06;1452.1076243;2017;2017;13;2;49.4;4;;;;;;;;;;;;;;;;;;;;;;1;2100;
820000204100006;8200002041000;06;3208.3810894;2007;2015;136;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000205200006;8200002052000;06;1219.0829484;2008;2008;130;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000205200007;8200002052000;07;1219.0829484;2011;2011;96;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
820000212500006;8200002125000;06;1538.380218;2018;2018;2;1;1043;1;;;;;;;;;;;;;;;;;;;;;;1;250;
820000215500006;8200002155000;06;1310.0964665;2007;2007;138;1;599;2;;;;;;;;;;;;;;;;;;;;;;1;;4
820000231200006;8200002312000;06;2536.7387773;2009;2017;108;1;249;1;;;;;;;;;;;;;;;;;;;;;;1;600;
820000232200006;8200002322000;06;1606.3383274;1948;2000;847;1;;1;;;;;;;;;;;;;;;;;;;;;;1;100;
820000232200007;8200002322000;07;1606.3383274;1997;2013;254;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000232200008;8200002322000;08;1606.3383274;1944;2001;895;1;;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
820000234200006;8200002342000;06;1074.7055357;2003;2011;182;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000242200006;8200002422000;06;1629.850668;2015;2016;35;1;800;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
820000242200007;8200002422000;07;1629.850668;2005;2015;162;2;49.1;4;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000244100006;8200002441000;06;1676.1201235;2010;2012;105;1;649;1;;;;;;;;;;;;;;;;;;;;;;1;32000;
820000262500006;8200002625000;06;2883.646518;2016;2016;28;1;1200;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000272100006;8200002721000;06;1491.9093541;2004;2004;169;1;996;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000272100008;8200002721000;08;1491.9093541;1972;2006;554;1;;1;;;;;;;;;;;;;;;;;;;;;;1;500;
820000272100007;8200002721000;07;1491.9093541;1991;2016;327;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000272500006;8200002725000;06;2822.9944882;.;.;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000274200006;8200002742000;06;1625.7777798;2017;2015;15;3;49.9;1;;;;;;;;;;;;;;;;;;;;;;1;200;
820000281500006;8200002815000;06;1155.7537841;2010;2012;90;1;49;4;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000282200006;8200002822000;06;1414.4495283;2013;2015;61;2;49;4;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000292200006;8200002922000;06;1287.6207433;2009;2017;112;1;998;1;;;;;;;;;;;;;;;;;;;;;;1;10000;
820000293400006;8200002934000;06;3180.1854463;.;.;;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;300;
820000293400007;8200002934000;07;3180.1854463;.;.;;2;660;1;;;;;;;;;;;;;;;;;;;;;;1;300;
820000293400008;8200002934000;08;3180.1854463;.;2018;;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;45;
820000301400006;8200003014000;06;2176.020676;2013;2013;59;1;1215;1;;;;;;;;;;;;;;;;;;;;;;1;500;
820000305400006;8200003054000;06;2743.2897685;2006;2015;154;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000311400006;8200003114000;06;2835.7199742;2016;2016;17;2;49;1;;;;;;;;;;;;;;;;;;;;;;4;5000;
820000315200006;8200003152000;06;1576.4347831;2009;2012;115;1;502.6;4;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000321400006;8200003214000;06;2779.7378195;2007;2017;129;1;649;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000325200006;8200003252000;06;2149.7200983;2014;2018;57;1;303.7;2;;;;;;;;;;;;;;;;;;;;;;1;100;
820000325400006;8200003254000;06;2609.5951573;.;2016;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000333500006;8200003335000;06;1736.2060525;2002;2015;190;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
820000334200006;8200003342000;06;969.82558141;2004;2011;177;1;;1;;;;;;;;;;;;;;;;;;;;;;1;500;
820000342200006;8200003422000;06;804.46370214;1988;1989;359;1;;1;;;;;;;;;;;;;;;;;;;;;;1;6000;
820000361500006;8200003615000;06;2080.2970446;2015;2015;35;2;530;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
820000362200006;8200003622000;06;871.3628222;2013;2018;59;2;493;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000364200006;8200003642000;06;1474.0706537;2000;2016;225;1;;2;;;;;;;;;;;;;;;;;;;;;;1;5000;
820000364500006;8200003645000;06;2158.1958691;2011;2014;89;1;749;1;;;;;;;;;;;;;;;;;;;;;;1;300;
820000365500007;8200003655000;07;896.23066287;2017;2017;17;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;;2
820000365500006;8200003655000;06;896.23066287;2011;2018;93;2;850;2;;;;;;;;;;;;;;;;;;;;;;1;;2
820000371500006;8200003715000;06;1980.5177212;2008;2016;120;1;599;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000372500006;8200003725000;06;1268.979716;1983;1983;416;1;;1;;;;;;;;;;;;;;;;;;;;;;1;100;
820000372500007;8200003725000;07;1268.979716;.;1996;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;100;
820000383200006;8200003832000;06;1546.3754033;1998;2007;240;1;;2;;;;;;;;;;;;;;;;;;;;;;1;10000;
820000386500006;8200003865000;06;2414.768905;2010;.;99;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;7000;
820000402200006;8200004022000;06;1304.0466705;2005;2011;151;1;599;2;;;;;;;;;;;;;;;;;;;;;;1;300;
820000404500006;8200004045000;06;1413.6239751;2008;2014;131;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;;9
820000411500006;8200004115000;06;1862.8906479;2017;2017;11;2;;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000455200006;8200004552000;06;1937.0112261;1990;.;340;1;;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000455200007;8200004552000;07;1937.0112261;2000;.;221;1;;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000476500006;8200004765000;06;2253.0133063;2004;2015;180;1;1202;1;;;;;;;;;;;;;;;;;;;;;;1;;4
820000512500006;8200005125000;06;1679.2948664;2007;.;135;1;645;2;;;;;;;;;;;;;;;;;;;;;;1;;3
820000512500007;8200005125000;07;1679.2948664;2005;.;154;1;645;3;;;;;;;;;;;;;;;;;;;;;;1;;3
820000523500006;8200005235000;06;3977.4103334;2001;2017;211;1;;2;;;;;;;;;;;;;;;;;;;;;;1;500;
820000525500006;8200005255000;06;1239.4510374;1972;2009;563;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000536500006;8200005365000;06;1546.0530536;2011;2015;90;1;125;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000536500007;8200005365000;07;1546.0530536;2010;2017;101;1;125;3;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000553500006;8200005535000;06;1284.4289617;.;.;;1;;4;;;;;;;;;;;;;;;;;;;;;;1;;3
820000565500006;8200005655000;06;1131.0828406;2018;2018;8;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;4300;
820000595400006;8200005954000;06;2913.2066845;2009;2018;120;1;998;2;;;;;;;;;;;;;;;;;;;;;;1;500;
820000595400007;8200005954000;07;2913.2066845;1997;2018;257;1;;2;;;;;;;;;;;;;;;;;;;;;;1;300;
820000602500006;8200006025000;06;2105.5815391;2000;2012;218;1;;2;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000623400006;8200006234000;06;2172.6658295;2017;2017;10;1;373;1;2;;;;;;;;;;;;;;;;;;;;1;1;6000;
820000626500006;8200006265000;06;1105.2802836;2001;2008;217;1;;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000632500006;8200006325000;06;907.88015575;2016;2017;26;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;10000;
820000632500007;8200006325000;07;907.88015575;2015;2018;39;1;49.7;3;;;;;;;;;;;;;;;;;;;;;;1;1200;
820000644400006;8200006444000;06;3803.1980017;.;2007;;2;125;1;;;;;;;;;;;;;;;;;;;;;;2;100;
820000644400007;8200006444000;07;3803.1980017;.;2013;;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;200;
820000645500006;8200006455000;06;1049.6266911;2010;2013;102;1;1340;2;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000646500006;8200006465000;06;2051.927699;1996;.;277;1;900;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000653500006;8200006535000;06;1578.8604671;2003;.;182;1;;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000661400006;8200006614000;06;2413.8132352;2009;2015;109;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;10000;
820000662400006;8200006624000;06;3201.5761997;2001;2007;207;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000662400007;8200006624000;07;3201.5761997;2008;2015;121;1;599;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000695400006;8200006954000;06;3363.4655573;2009;2009;121;2;124.6;1;;;;;;;;;;;;;;;;;;;;;;2;;9
820000695500006;8200006955000;06;2531.2341108;2007;2009;136;1;638;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
820000695500007;8200006955000;07;2531.2341108;2009;2009;119;1;124;2;;;;;;;;;;;;;;;;;;;;;;1;;9
820000695500009;8200006955000;09;2531.2341108;2015;2015;45;1;125;21;1;2;3;;;;;;;;;;;;;;;;;;99;1;;2
820000695500010;8200006955000;10;2531.2341108;2000;2000;221;1;;2;;;;;;;;;;;;;;;;;;;;;;6;;1
820000695500008;8200006955000;08;2531.2341108;1996;1996;274;1;;1;;;;;;;;;;;;;;;;;;;;;;6;;2
820000715500006;8200007155000;06;1646.2869574;2007;2016;133;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
820000724500006;8200007245000;06;2762.0020074;2008;2008;126;2;125;1;;;;;;;;;;;;;;;;;;;;;;6;;1
820000746500006;8200007465000;06;2151.7881531;2001;2019;214;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000766400006;8200007664000;06;2496.488383;2010;.;108;1;600;2;;;;;;;;;;;;;;;;;;;;;;3;;5
820000782500006;8200007825000;06;2116.9857366;2011;2015;87;1;749;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000793400006;8200007934000;06;2295.5581666;2013;2013;58;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;500;
820000793400007;8200007934000;07;2295.5581666;2017;2017;17;2;125;2;;;;;;;;;;;;;;;;;;;;;;6;;1
820000822400006;8200008224000;06;3704.3040142;2016;2016;27;1;1200;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000831500006;8200008315000;06;1421.8356249;2009;2016;105;3;125;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820000846400006;8200008464000;06;3323.5363075;2007;2017;135;1;660;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000852500006;8200008525000;06;980.42275543;2016;2016;27;1;1200;2;;;;;;;;;;;;;;;;;;;;;;1;;6
820000856500006;8200008565000;06;1845.18144;2018;2018;6;1;471;2;;;;;;;;;;;;;;;;;;;;;;1;800;
820000864500006;8200008645000;06;3221.1098163;2006;2012;147;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
820000873500006;8200008735000;06;3048.1179773;2004;2012;173;1;998;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000884500006;8200008845000;06;3389.4840795;2001;2011;210;1;;1;;;;;;;;;;;;;;;;;;;;;;1;400;
820000885500006;8200008855000;06;1221.8502698;2018;2018;8;1;998;2;;;;;;;;;;;;;;;;;;;;;;1;7000;
820000891400006;8200008914000;06;1550.1525785;2000;2000;211;1;;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
820000922500006;8200009225000;06;1971.9693865;2010;2008;99;2;125;1;;;;;;;;;;;;;;;;;;;;;;2;1500;
820000933500006;8200009335000;06;2025.2169336;2016;2018;30;1;1170;2;;;;;;;;;;;;;;;;;;;;;;1;26000;
820000933500007;8200009335000;07;2025.2169336;.;2015;;1;250;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
820000953500006;8200009535000;06;2454.9065744;2016;2016;28;1;998;1;;;;;;;;;;;;;;;;;;;;;;2;14300;
820000961500006;8200009615000;06;1247.9745297;2014;2015;52;2;49;3;;;;;;;;;;;;;;;;;;;;;;2;400;
820000961500007;8200009615000;07;1247.9745297;2000;2017;221;1;;4;;;;;;;;;;;;;;;;;;;;;;2;200;
820000982500006;8200009825000;06;1577.2463271;.;2017;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;5
820000984500006;8200009845000;06;1113.2014755;2011;2011;91;1;800;2;;;;;;;;;;;;;;;;;;;;;;1;6000;
820000992500006;8200009925000;06;1067.9122306;2011;2016;89;1;1585;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820001002400006;8200010024000;06;3085.5945914;.;2018;;2;50;3;;;;;;;;;;;;;;;;;;;;;;1;1400;
820001006400006;8200010064000;06;2290.8722282;.;2018;;2;;3;;;;;;;;;;;;;;;;;;;;;;1;30;
820001012500006;8200010125000;06;872.34528208;2012;2015;73;1;1170;2;;;;;;;;;;;;;;;;;;;;;;1;1200;
820001061400006;8200010614000;06;2483.4638855;2014;2015;49;1;689;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
820001072400006;8200010724000;06;2526.936443;2001;2006;204;1;647;1;;;;;;;;;;;;;;;;;;;;;;1;36000;
820001096500006;8200010965000;06;2633.8411176;.;.;;2;180;2;;;;;;;;;;;;;;;;;;;;;;1;;5
820001096500007;8200010965000;07;2633.8411176;.;.;;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;;1
830000021200006;8300000212000;06;1186.8581188;2002;2014;188;1;1298;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
830000031200006;8300000312000;06;1156.3197797;2006;2015;144;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;300;
830000033100006;8300000331000;06;1770.3192683;1996;2013;265;1;;1;;;;;;;;;;;;;;;;;;;;;;1;100;
830000033500006;8300000335000;06;923.86266473;2015;2018;40;1;124;1;;;;;;;;;;;;;;;;;;;;;;1;;1
830000042500006;8300000425000;06;1129.1864894;2015;2015;37;1;1298;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
830000053200006;8300000532000;06;1459.1746568;1991;2017;321;1;79;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
830000053400006;8300000534000;06;2105.3556716;2013;2013;58;3;49.7;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
830000061200006;8300000612000;06;667.14535281;2000;2012;213;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;6
830000061500006;8300000615000;06;1893.078473;2008;2017;119;1;249;3;;;;;;;;;;;;;;;;;;;;;;1;100;
830000061500007;8300000615000;07;1893.078473;2013;2013;56;2;49.2;4;;;;;;;;;;;;;;;;;;;;;;1;1000;
830000071200006;8300000712000;06;1819.5120822;.;.;;2;;3;;;;;;;;;;;;;;;;;;;;;;2;;1
830000071500006;8300000715000;06;1435.2954876;2017;2016;11;1;998;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
830000111100006;8300001111000;06;2512.1595933;1999;2008;226;1;;2;;;;;;;;;;;;;;;;;;;;;;1;41992;
830000111500006;8300001115000;06;1851.7783114;1999;2010;229;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
830000121400006;8300001214000;06;1978.2059903;1997;2016;256;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;3
830000125400006;8300001254000;06;2022.3210773;2006;2017;151;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;;1
830000125400007;8300001254000;07;2022.3210773;.;.;;2;50;2;;;;;;;;;;;;;;;;;;;;;;1;;1
830000126500006;8300001265000;06;1354.5788035;2012;2019;77;2;49.2;3;;;;;;;;;;;;;;;;;;;;;;1;100;
830000135400006;8300001354000;06;2000.3557288;2009;2017;117;1;;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
830000151400006;8300001514000;06;2835.591391;2011;2017;81;1;649;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
830000152400006;8300001524000;06;1088.3590905;2016;2016;28;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
830000163200006;8300001632000;06;2498.641501;2016;2017;27;2;124;1;;;;;;;;;;;;;;;;;;;;;;1;;2
830000171200006;8300001712000;06;1953.213633;1997;.;245;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;2
830000171200007;8300001712000;07;1953.213633;2000;.;209;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;1
830000171200008;8300001712000;08;1953.213633;2011;2017;84;1;49;3;;;;;;;;;;;;;;;;;;;;;;1;;2
830000176200006;8300001762000;06;1456.5153498;2006;2012;153;1;996;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
830000181200006;8300001812000;06;1536.8967707;2004;2017;167;1;996;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
830000182400006;8300001824000;06;1403.575572;2014;2014;47;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
830000192200006;8300001922000;06;1313.214802;2010;2014;93;2;49;3;;;;;;;;;;;;;;;;;;;;;;1;1000;
830000192200007;8300001922000;07;1313.214802;2014;2016;49;2;49.2;4;;;;;;;;;;;;;;;;;;;;;;1;800;
830000195500006;8300001955000;06;1661.1138423;2011;2011;95;1;660;2;;;;;;;;;;;;;;;;;;;;;;1;950;
830000203200006;8300002032000;06;4016.7622679;1997;2018;260;1;;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
830000203200007;8300002032000;07;4016.7622679;2015;2015;39;1;49.7;4;;;;;;;;;;;;;;;;;;;;;;1;1000;
830000235500006;8300002355000;06;2281.0904932;2010;2010;102;2;124.6;2;;;;;;;;;;;;;;;;;;;;;;1;500;
830000262200006;8300002622000;06;753.67980712;.;.;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;5000;
830000342200006;8300003422000;06;1174.0046646;1952;2013;799;1;;1;;;;;;;;;;;;;;;;;;;;;;1;100;
910000013200006;9100000132000;06;1699.6635952;2013;2016;65;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;500;
910000021400006;9100000214000;06;3062.4943109;.;.;;1;700;1;;;;;;;;;;;;;;;;;;;;;;1;;3
910000032200006;9100000322000;06;1071.9671576;2013;2015;61;1;798;1;;;;;;;;;;;;;;;;;;;;;;1;2500;
910000032800006;9100000328000;06;1025.5155096;2008;2008;125;2;49.9;1;;;;;;;;;;;;;;;;;;;;;;1;500;
